train_dataset,test_dataset,model,n_features,train_size,test_size,seconds,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc,mcc
kc1,kc2,SVM,50,2109,522,0.2988946670000008,0.8122605363984674,0.5871410877153473,0.6285714285714286,0.205607476635514,0.30985915492957744,0.7578313253012049,0.4869651485966694,0.28130043689425577
kc1,kc2,Logistic Regression,50,2109,522,0.029831166999999326,0.7988505747126436,0.5717711969372818,0.5263157894736842,0.18691588785046728,0.27586206896551724,0.7573809255714447,0.449545928350494,0.2230394280859031
kc2,kc1,Random Forest,50,522,2109,0.11521212499999933,0.8307254623044097,0.5990919694868716,0.4236453201970443,0.26380368098159507,0.32514177693761814,0.7526752319968069,0.3509618421009135,0.2429089185165594
kc2,kc1,SVM,50,522,2109,0.06172733300000033,0.8477951635846372,0.5578013549921034,0.5294117647058824,0.13803680981595093,0.21897810218978103,0.6136130599492824,0.322952424321724,0.21248964439103674
kc2,kc1,Logistic Regression,50,522,2109,0.016656375000000168,0.8482693219535324,0.5931746315749633,0.5214285714285715,0.22392638036809817,0.3133047210300429,0.7903332083171329,0.4138844079190498,0.2705984318917455
kc1,pc1,Random Forest,42,2109,1109,0.17471033299999839,0.6393146979260595,0.5898771770864795,0.10123456790123457,0.5324675324675324,0.17012448132780084,0.6305559750327192,0.12593454027476955,0.09489662982876076
kc1,pc1,SVM,42,2109,1109,0.2783324589999996,0.8494138863841298,0.5345124836403906,0.11206896551724138,0.16883116883116883,0.13471502590673576,0.6925463102788685,0.12184253975025794,0.05733077357311604
kc1,pc1,Logistic Regression,42,2109,1109,0.018080417000000182,0.8403967538322813,0.5356765327695561,0.109375,0.18181818181818182,0.13658536585365855,0.5087901439645626,0.11491312750258403,0.056762087541888384
pc1,kc1,Random Forest,42,1109,2109,0.1269450420000009,0.8444760550023708,0.5019457796709895,0.3333333333333333,0.006134969325153374,0.012048192771084338,0.6214710163128938,0.2261139985495395,0.026412704186205366
pc1,kc1,SVM,42,1109,2109,0.09353029100000043,0.8458985301090565,0.5015337423312883,1.0,0.003067484662576687,0.0061162079510703364,0.6500426660794346,0.3050784788424681,0.05093678949807377
pc1,kc1,Logistic Regression,42,1109,2109,0.014458416000000085,0.8458985301090565,0.5015337423312883,1.0,0.003067484662576687,0.0061162079510703364,0.7575061332489187,0.3681139854305482,0.05093678949807377
kc2,pc1,Random Forest,41,522,1109,0.09709662499999894,0.7980162308385933,0.6090493808517065,0.14492753623188406,0.38961038961038963,0.2112676056338028,0.6740473673613209,0.16123502891511185,0.1422820027103344
kc2,pc1,SVM,41,522,1109,0.037695207999998814,0.8412984670874661,0.6022601429578174,0.16778523489932887,0.3246753246753247,0.22123893805309736,0.7107746904258532,0.13866008467334304,0.15243786294838016
kc2,pc1,Logistic Regression,41,522,1109,0.011957082999998647,0.7808836789900812,0.6539250478203966,0.1598360655737705,0.5064935064935064,0.24299065420560748,0.7105796335447497,0.21086548167191038,0.18889546746652744
pc1,kc2,Random Forest,41,1109,522,0.11964270899999896,0.8026819923371648,0.5221596667042,0.8333333333333334,0.04672897196261682,0.08849557522123894,0.7985362008782795,0.5071268348246103,0.167845105308085
pc1,kc2,SVM,41,1109,522,0.06675783300000049,0.7931034482758621,0.4987951807228916,0.0,0.0,0.0,0.6886274068235558,0.4840982091606961,-0.022245848684362062
pc1,kc2,Logistic Regression,41,1109,522,0.013126749999999632,0.814176245210728,0.5536651278009233,0.8571428571428571,0.11214953271028037,0.19834710743801653,0.8384078369552979,0.5906723033590322,0.26818978173444974
kc3,mc2,Random Forest,69,458,161,0.096827459,0.6459627329192547,0.48712067748765,0.2222222222222222,0.038461538461538464,0.06557377049180328,0.6236767819336626,0.3776109487012003,-0.05243181435106829
kc3,mc2,SVM,69,458,161,0.02511658400000094,0.6770186335403726,0.5,0.0,0.0,0.0,0.6534050811573747,0.5142492262886926,0.0
kc3,mc2,Logistic Regression,69,458,161,0.01785787500000069,0.577639751552795,0.46683133380381087,0.25,0.15384615384615385,0.19047619047619047,0.44574805928016936,0.3347388609021485,-0.07773257952403748
mc2,kc3,Random Forest,69,161,458,0.08343275000000006,0.8864628820960698,0.5621182404034744,0.30434782608695654,0.16279069767441862,0.21212121212121213,0.7595404875315215,0.230864560264422,0.16592005021506245
mc2,kc3,SVM,69,161,458,0.018428874999999678,0.8995633187772926,0.5901933314653964,0.42857142857142855,0.20930232558139536,0.28125,0.7602970019613337,0.3060159362892276,0.25154305705721836
mc2,kc3,Logistic Regression,69,161,458,0.013210457999999647,0.851528384279476,0.5949565704679182,0.24489795918367346,0.27906976744186046,0.2608695652173913,0.7187727654805268,0.24007901097003503,0.17920643429321587
kc3,mw1,Random Forest,67,458,403,0.09922529199999985,0.8933002481389578,0.4986559139784946,0.07142857142857142,0.03225806451612903,0.044444444444444446,0.7402878945542837,0.1417514584544704,-0.003911745201346775
kc3,mw1,SVM,67,458,403,0.027465624999999605,0.9230769230769231,0.5,0.0,0.0,0.0,0.6732570239334026,0.28013384887819237,0.0
kc3,mw1,Logistic Regression,67,458,403,0.016775416999999848,0.8560794044665012,0.4932795698924731,0.06451612903225806,0.06451612903225806,0.06451612903225806,0.4585501214013181,0.08574686042190736,-0.013440860215053764
mw1,kc3,Random Forest,67,403,458,0.10038812500000027,0.9039301310043668,0.5300644438217988,0.42857142857142855,0.06976744186046512,0.12,0.808489773045671,0.3107787149875249,0.14295658165576494
mw1,kc3,SVM,67,403,458,0.023600874999999633,0.9061135371179039,0.5,0.0,0.0,0.0,0.5133090501541048,0.17020596296331075,0.0
mw1,kc3,Logistic Regression,67,403,458,0.013757708999998286,0.8908296943231441,0.533258615858784,0.26666666666666666,0.09302325581395349,0.13793103448275862,0.802773886242645,0.268325660124067,0.10900463127151318
kc3,pc3,Random Forest,67,458,1563,0.10767454099999973,0.8618042226487524,0.5631013898788311,0.25862068965517243,0.1875,0.21739130434782608,0.7666718638631504,0.25314581032520744,0.14594676986589444
kc3,pc3,SVM,67,458,1563,0.040965874999999485,0.8976327575175944,0.5,0.0,0.0,0.0,0.7757372594440484,0.26258675273208276,0.0
kc3,pc3,Logistic Regression,67,458,1563,0.017992916000000747,0.7492002559181062,0.6720331432644333,0.22115384615384615,0.575,0.3194444444444444,0.7467146293656451,0.22928469729506812,0.23599487558833243
pc3,kc3,Random Forest,67,1563,458,0.23375291700000034,0.9039301310043668,0.4987951807228916,0.0,0.0,0.0,0.7914261697954609,0.3040616914498245,-0.015057472525067499
pc3,kc3,SVM,67,1563,458,0.14846687499999867,0.9061135371179039,0.5,0.0,0.0,0.0,0.4169515270383861,0.1785724058033942,0.0
pc3,kc3,Logistic Regression,67,1563,458,0.027662042000001108,0.9039301310043668,0.4987951807228916,0.0,0.0,0.0,0.802717848136733,0.28437525772974326,-0.015057472525067499
kc3,pc4,Random Forest,67,458,1458,0.10668091700000026,0.8518518518518519,0.528686797752809,0.24324324324324326,0.10112359550561797,0.14285714285714285,0.7608036341292135,0.2366953709843932,0.08557425921225721
kc3,pc4,SVM,67,458,1458,0.040369958000001205,0.877914951989026,0.5,0.0,0.0,0.0,0.7730117626404495,0.29921206351796803,0.0
kc3,pc4,Logistic Regression,67,458,1458,0.01799587500000044,0.7997256515775034,0.7940396769662921,0.3553299492385787,0.7865168539325843,0.48951048951048953,0.8916322858146067,0.5203606056756143,0.4335428155466314
pc4,kc3,Random Forest,67,1458,458,0.186148042000001,0.9061135371179039,0.5,0.0,0.0,0.0,0.850126085738302,0.35676654254203816,0.0
pc4,kc3,SVM,67,1458,458,0.11609849999999966,0.9061135371179039,0.5,0.0,0.0,0.0,0.7105912020173719,0.2533304250225555,0.0
pc4,kc3,Logistic Regression,67,1458,458,0.025632958000000983,0.9061135371179039,0.5312692630989072,0.5,0.06976744186046512,0.12244897959183673,0.7266741384141215,0.24293431315856948,0.16042094704103682
mc2,mw1,Random Forest,67,161,403,0.0847009579999991,0.8734491315136477,0.6061827956989247,0.23684210526315788,0.2903225806451613,0.2608695652173913,0.6861775927852931,0.15602524343734694,0.1936414106394695
mc2,mw1,SVM,67,161,403,0.01742591600000054,0.9081885856079405,0.5658602150537635,0.3125,0.16129032258064516,0.2127659574468085,0.6945889698231009,0.2306992823767887,0.17975872670814821
mc2,mw1,Logistic Regression,67,161,403,0.012809916000000143,0.8138957816377171,0.5591397849462365,0.13333333333333333,0.25806451612903225,0.17582417582417584,0.6032778355879292,0.14054560819219525,0.08853996954298746
mw1,mc2,Random Forest,67,403,161,0.0977681669999999,0.6708074534161491,0.5004410726887791,0.3333333333333333,0.019230769230769232,0.03636363636363636,0.6694601270289344,0.48749439678377204,0.0030504640609095974
mw1,mc2,SVM,67,403,161,0.020047915999999333,0.6770186335403726,0.5,0.0,0.0,0.0,0.5833627381792519,0.46126459321821917,0.0
mw1,mc2,Logistic Regression,67,403,161,0.0137650830000009,0.6645962732919255,0.4958539167254764,0.25,0.019230769230769232,0.03571428571428571,0.49973535638673255,0.33839767847983837,-0.024911685661399795
mc2,pc3,Random Forest,67,161,1563,0.0930422919999998,0.8138195777351248,0.5419101924447612,0.1641025641025641,0.2,0.18028169014084508,0.611136849607983,0.14299269995380018,0.07689146281503469
mc2,pc3,SVM,67,161,1563,0.030080499999998622,0.854766474728087,0.5370322523164647,0.1981981981981982,0.1375,0.16236162361623616,0.6565751960085531,0.16449413026271253,0.0874085974709585
mc2,pc3,Logistic Regression,67,161,1563,0.014060584000000986,0.6922584772872681,0.6015547042052745,0.16352201257861634,0.4875,0.24489795918367346,0.6406339094796863,0.15284240666815713,0.13370411259674483
pc3,mc2,Random Forest,67,1563,161,0.232498875000001,0.6770186335403726,0.5050282286520819,0.5,0.019230769230769232,0.037037037037037035,0.654728299223712,0.4513477873626674,0.042456713669948465
pc3,mc2,SVM,67,1563,161,0.1414456659999992,0.6770186335403726,0.5,0.0,0.0,0.0,0.33036344389555394,0.257259631727048,0.0
pc3,mc2,Logistic Regression,67,1563,161,0.02885012499999995,0.6583850931677019,0.48623853211009177,0.0,0.0,0.0,0.46762526464361326,0.324001379146113,-0.09517447870037944
mc2,pc4,Random Forest,67,161,1458,0.09331933300000017,0.7880658436213992,0.4875219452247191,0.09815950920245399,0.0898876404494382,0.093841642228739,0.4677032127808989,0.1172532556104993,-0.02592765164101182
mc2,pc4,SVM,67,161,1458,0.02971862499999922,0.8196159122085048,0.5200008778089887,0.17054263565891473,0.12359550561797752,0.14332247557003258,0.46776027036516854,0.13721563423980274,0.04611441383494355
mc2,pc4,Logistic Regression,67,161,1458,0.014574709000001462,0.622085048010974,0.4195926966292135,0.06323185011709602,0.15168539325842698,0.08925619834710743,0.385718047752809,0.09768410659680235,-0.11569036968841832
pc4,mc2,Random Forest,67,1458,161,0.18552075000000023,0.6521739130434783,0.4967360621030346,0.3,0.057692307692307696,0.0967741935483871,0.5235532815808045,0.33374022618266375,-0.012647314830985546
pc4,mc2,SVM,67,1458,161,0.10529304099999948,0.6583850931677019,0.4912667607621736,0.2,0.019230769230769232,0.03508771929824561,0.4325158786167961,0.3109001914132503,-0.04708395895780798
pc4,mc2,Logistic Regression,67,1458,161,0.025758041999999648,0.6273291925465838,0.4683309809456599,0.1,0.019230769230769232,0.03225806451612903,0.33918489767113613,0.24541124536393027,-0.12271313579253544
mw1,pc3,Random Forest,67,403,1563,0.10598425000000056,0.8931541906589892,0.49750534568781185,0.0,0.0,0.0,0.7307377049180328,0.2239078925797262,-0.02265037410809458
mw1,pc3,SVM,67,403,1563,0.03534116600000026,0.8976327575175944,0.5,0.0,0.0,0.0,0.5239375445473984,0.17406413250905062,0.0
mw1,pc3,Logistic Regression,67,403,1563,0.014998083000000051,0.891234804862444,0.5268910370634355,0.34375,0.06875,0.11458333333333333,0.636241535994298,0.18831756301591868,0.11512344822241713
pc3,mw1,Random Forest,67,1563,403,0.23375841600000058,0.9255583126550868,0.5161290322580645,1.0,0.03225806451612903,0.0625,0.7754509191814083,0.33773161434609555,0.17277368511627203
pc3,mw1,SVM,67,1563,403,0.14705299999999966,0.9230769230769231,0.5,0.0,0.0,0.0,0.563735691987513,0.1306234906203853,0.0
pc3,mw1,Logistic Regression,67,1563,403,0.027991542000000535,0.9181141439205955,0.5120967741935484,0.25,0.03225806451612903,0.05714285714285714,0.7428026361429066,0.21868033079174135,0.065033247714309
mw1,pc4,Random Forest,67,403,1458,0.10614712499999968,0.8772290809327846,0.499609375,0.0,0.0,0.0,0.6500065835674157,0.1726516332751079,-0.009769565308361705
mw1,pc4,SVM,67,403,1458,0.03352545799999973,0.877914951989026,0.5,0.0,0.0,0.0,0.4676483497191012,0.1331315362261555,0.0
mw1,pc4,Logistic Regression,67,403,1458,0.014878625000001477,0.8607681755829903,0.492652738764045,0.037037037037037035,0.0056179775280898875,0.00975609756097561,0.5814782303370787,0.15412641849039083,-0.03568360837584077
pc4,mw1,Random Forest,67,1458,403,0.18599583399999986,0.9156327543424317,0.4959677419354839,0.0,0.0,0.0,0.674644467568505,0.1312980769184653,-0.025
pc4,mw1,SVM,67,1458,403,0.11572675000000032,0.9156327543424317,0.4959677419354839,0.0,0.0,0.0,0.5183836281651057,0.15828222902006753,-0.025
pc4,mw1,Logistic Regression,67,1458,403,0.027030625000000086,0.9081885856079405,0.5067204301075269,0.125,0.03225806451612903,0.05128205128205128,0.43045438779049605,0.07441361570251595,0.02567650093805503
pc3,pc4,Random Forest,67,1563,1458,0.25203720799999907,0.8669410150891632,0.5034234550561798,0.16666666666666666,0.02247191011235955,0.039603960396039604,0.7343113588483146,0.23650760657046982,0.01761689702759858
pc3,pc4,SVM,67,1563,1458,0.18521829200000006,0.877914951989026,0.5,0.0,0.0,0.0,0.5023481390449438,0.17988511044401218,0.0
pc3,pc4,Logistic Regression,67,1563,1458,0.029041042000001127,0.8758573388203018,0.5060832162921348,0.3333333333333333,0.016853932584269662,0.03208556149732621,0.7157083918539326,0.24704589339874264,0.050853727612784595
pc4,pc3,Random Forest,67,1458,1563,0.19831120800000157,0.8969929622520794,0.52732982893799,0.47619047619047616,0.0625,0.11049723756906077,0.7426674982181041,0.2360340383389362,0.14391428410811086
pc4,pc3,SVM,67,1458,1563,0.1544553749999995,0.8989123480486244,0.511787241625089,0.6666666666666666,0.025,0.04819277108433735,0.6121458481824662,0.20560924954066995,0.1155609430219573
pc4,pc3,Logistic Regression,67,1458,1563,0.026805291999998815,0.8880358285348688,0.5057287954383464,0.17391304347826086,0.025,0.04371584699453552,0.5907230042765502,0.14231584837590477,0.02884415754487503
